State,Year,Federal Taxes paid,Federal Spending received,Federal Spending received per dollar of tax paid,Electoral votes,Presidential voters,Electors per voter,Times voted R
Alabama,1981,7356,9361,1.2726,9,1341929,6.71E-06,1
Alabama,1982,7494,9933,1.3255,9,1341929,6.71E-06,1
Alabama,1983,7415,10813,1.4583,9,1341929,6.71E-06,1
Alabama,1984,8259,11444,1.3856,9,1441713,6.24E-06,2
Alabama,1985,9142,12469,1.3639,9,1441713,6.24E-06,2
Alabama,1986,9377,13097,1.3967,9,1441713,6.24E-06,2
Alabama,1987,10280,13927,1.3548,9,1441713,6.24E-06,2
Alabama,1988,10866,14354,1.321,9,1378476,6.53E-06,3
Alabama,1989,11903,15131,1.2712,9,1378476,6.53E-06,3
Alabama,1990,12440,17358,1.3953,9,1378476,6.53E-06,3
Alabama,1991,13111,18671,1.4241,9,1378476,6.53E-06,3
Alabama,1992,13708,20550,1.4991,9,1688060,5.33E-06,4
Alabama,1993,14631,21227,1.4508,9,1688060,5.33E-06,4
Alabama,1994,16039,22160,1.3816,9,1688060,5.33E-06,4
Alabama,1995,17258,22795,1.3208,9,1688060,5.33E-06,4
Alabama,1996,18191,23548,1.2945,9,1534349,5.87E-06,5
Alabama,1997,19282,24650,1.2784,9,1534349,5.87E-06,5
Alabama,1998,20379,25347,1.2438,9,1534349,5.87E-06,5
Alabama,1999,21260,26904,1.2655,9,1534349,5.87E-06,5
Alabama,2000,22496,29250,1.3002,9,1666272,5.40E-06,6
Alabama,2001,22211,31735,1.4288,9,1666272,5.40E-06,6
Alabama,2002,21201,34292,1.6175,9,1666272,5.40E-06,6
Alabama,2003,20493,36871,1.7992,9,1666272,5.40E-06,6
Alabama,2004,21554,39047,1.8116,9,1883449,4.78E-06,7
Alabama,2005,24675,42061,1.7046,9,1883449,4.78E-06,7
Alaska,1981,1839,2073,1.1272,3,158445,1.89E-05,1
Alaska,1982,2063,1937,0.9389,3,158445,1.89E-05,1
Alaska,1983,2063,2060,0.9985,3,158445,1.89E-05,1
Alaska,1984,2193,2321,1.0584,3,207605,1.45E-05,2
Alaska,1985,2300,2531,1.1004,3,207605,1.45E-05,2
Alaska,1986,2159,2719,1.2594,3,207605,1.45E-05,2
Alaska,1987,2254,2846,1.2626,3,207605,1.45E-05,2
Alaska,1988,2295,2664,1.1608,3,200116,1.50E-05,3
Alaska,1989,2638,3160,1.1979,3,200116,1.50E-05,3
Alaska,1990,2871,3280,1.1425,3,200116,1.50E-05,3
Alaska,1991,2927,3752,1.2819,3,200116,1.50E-05,3
Alaska,1992,2937,4124,1.4042,3,258506,1.16E-05,4
Alaska,1993,3085,4632,1.5015,3,258506,1.16E-05,4
Alaska,1994,3311,4497,1.3582,3,258506,1.16E-05,4
Alaska,1995,3410,4230,1.2405,3,258506,1.16E-05,4
Alaska,1996,3520,4378,1.2438,3,241620,1.24E-05,5
Alaska,1997,3711,4644,1.2514,3,241620,1.24E-05,5
Alaska,1998,3890,4769,1.226,3,241620,1.24E-05,5
Alaska,1999,3987,5291,1.3271,3,241620,1.24E-05,5
Alaska,2000,4306,5963,1.3848,3,285560,1.05E-05,6
Alaska,2001,4374,6417,1.4671,3,285560,1.05E-05,6
Alaska,2002,4229,7562,1.7881,3,285560,1.05E-05,6
Alaska,2003,4077,7944,1.9485,3,285560,1.05E-05,6
Alaska,2004,4226,8445,1.9983,3,312598,9.60E-06,7
Alaska,2005,4830,9230,1.911,3,312598,9.60E-06,7
Arizona,1981,6504,7014,1.0784,7,873945,8.01E-06,1
Arizona,1982,6631,7728,1.1654,7,873945,8.01E-06,1
Arizona,1983,6551,8171,1.2473,7,873945,8.01E-06,1
Arizona,1984,7544,9175,1.2162,7,1025897,6.82E-06,2
Arizona,1985,8653,10039,1.1602,7,1025897,6.82E-06,2
Arizona,1986,9376,11403,1.2162,7,1025897,6.82E-06,2
Arizona,1987,10508,12561,1.1954,7,1025897,6.82E-06,2
Arizona,1988,11175,12248,1.096,7,1171873,5.97E-06,3
Arizona,1989,12047,13510,1.1214,7,1171873,5.97E-06,3
Arizona,1990,12410,15154,1.2211,7,1171873,5.97E-06,3
Arizona,1991,12892,15618,1.2114,8,1171873,6.83E-06,3
Arizona,1992,13425,16767,1.2489,8,1487006,5.38E-06,4
Arizona,1993,14730,18618,1.264,8,1487006,5.38E-06,4
Arizona,1994,16802,18809,1.1195,8,1487006,5.38E-06,4
Arizona,1995,18666,20906,1.12,8,1487006,5.38E-06,4
Arizona,1996,20793,21951,1.0557,8,1404405,5.70E-06,4
Arizona,1997,23054,22282,0.9665,8,1404405,5.70E-06,4
Arizona,1998,25491,24120,0.9462,8,1404405,5.70E-06,4
Arizona,1999,27402,27075,0.9881,8,1404405,5.70E-06,4
Arizona,2000,30259,29282,0.9677,8,1532016,5.22E-06,5
Arizona,2001,29838,30416,1.0194,10,1532016,6.53E-06,5
Arizona,2002,28315,34761,1.2277,10,1532016,6.53E-06,5
Arizona,2003,27781,37801,1.3607,10,1532016,6.53E-06,5
Arizona,2004,30521,41979,1.3754,10,2012585,4.97E-06,6
Arizona,2005,35988,44639,1.2404,10,2012585,4.97E-06,6
Arkansas,1981,4039,4900,1.2132,6,837582,7.16E-06,1
Arkansas,1982,4138,5273,1.2743,6,837582,7.16E-06,1
Arkansas,1983,4052,6095,1.5042,6,837582,7.16E-06,1
Arkansas,1984,4516,6088,1.3481,6,884406,6.78E-06,2
Arkansas,1985,4912,6873,1.3992,6,884406,6.78E-06,2
Arkansas,1986,5040,7179,1.4244,6,884406,6.78E-06,2
Arkansas,1987,5490,7316,1.3326,6,884406,6.78E-06,2
Arkansas,1988,5834,7485,1.283,6,827738,7.25E-06,3
Arkansas,1989,6293,7987,1.2692,6,827738,7.25E-06,3
Arkansas,1990,6540,8375,1.2806,6,827738,7.25E-06,3
Arkansas,1991,6901,9166,1.3282,6,827738,7.25E-06,3
Arkansas,1992,7330,10124,1.3812,6,950653,6.31E-06,3
Arkansas,1993,7915,10893,1.3762,6,950653,6.31E-06,3
Arkansas,1994,8808,11308,1.2838,6,950653,6.31E-06,3
Arkansas,1995,9550,11768,1.2323,6,950653,6.31E-06,3
Arkansas,1996,10121,12164,1.2019,6,884262,6.79E-06,3
Arkansas,1997,10600,12593,1.188,6,884262,6.79E-06,3
Arkansas,1998,11289,13041,1.1552,6,884262,6.79E-06,3
Arkansas,1999,11788,13706,1.1627,6,884262,6.79E-06,3
Arkansas,2000,12539,14847,1.1841,6,921781,6.51E-06,4
Arkansas,2001,12402,16659,1.3433,6,921781,6.51E-06,4
Arkansas,2002,11944,18372,1.5382,6,921781,6.51E-06,4
Arkansas,2003,11638,18340,1.5759,6,921781,6.51E-06,4
Arkansas,2004,12223,19489,1.5945,6,1054945,5.69E-06,5
Arkansas,2005,13926,20387,1.464,6,1054945,5.69E-06,5
California,1981,69956,69416,0.9923,47,8587063,5.47E-06,1
California,1982,72100,77501,1.0749,47,8587063,5.47E-06,1
California,1983,71008,86364,1.2163,47,8587063,5.47E-06,1
California,1984,80129,91713,1.1446,47,9505423,4.95E-06,2
California,1985,89735,97814,1.09,47,9505423,4.95E-06,2
California,1986,95626,100860,1.0547,47,9505423,4.95E-06,2
California,1987,108831,100753,0.9258,47,9505423,4.95E-06,2
California,1988,117924,102366,0.8681,47,9887064,4.75E-06,3
California,1989,129221,109125,0.8445,47,9887064,4.75E-06,3
California,1990,135497,117636,0.8682,47,9887064,4.75E-06,3
California,1991,137071,128639,0.9385,54,9887064,5.46E-06,3
California,1992,137581,141913,1.0315,54,11131721,4.85E-06,3
California,1993,143298,149383,1.0425,54,11131721,4.85E-06,3
California,1994,152768,153952,1.0078,54,11131721,4.85E-06,3
California,1995,163140,153831,0.9429,54,11131721,4.85E-06,3
California,1996,177479,156075,0.8794,54,10019484,5.39E-06,3
California,1997,195099,160884,0.8246,54,10019484,5.39E-06,3
California,1998,213694,161909,0.7577,54,10019484,5.39E-06,3
California,1999,235772,168676,0.7154,54,10019484,5.39E-06,3
California,2000,276393,175967,0.6367,54,10965856,4.92E-06,3
California,2001,265608,188758,0.7107,55,10965856,5.02E-06,3
California,2002,241625,206417,0.8543,55,10965856,5.02E-06,3
California,2003,233626,219706,0.9404,55,10965856,5.02E-06,3
California,2004,250373,232387,0.9282,55,12421353,4.43E-06,3
California,2005,289627,242023,0.8356,55,12421353,4.43E-06,3
Colorado,1981,8222,7481,0.9099,8,1184415,6.75E-06,1
Colorado,1982,8693,7960,0.9157,8,1184415,6.75E-06,1
Colorado,1983,8371,8902,1.0634,8,1184415,6.75E-06,1
Colorado,1984,9215,9165,0.9946,8,1295381,6.18E-06,2
Colorado,1985,10004,9796,0.9792,8,1295381,6.18E-06,2
Colorado,1986,10158,11496,1.1317,8,1295381,6.18E-06,2
Colorado,1987,10933,12301,1.1251,8,1295381,6.18E-06,2
Colorado,1988,11366,12971,1.1412,8,1372394,5.83E-06,3
Colorado,1989,12395,14163,1.1426,8,1372394,5.83E-06,3
Colorado,1990,13083,14800,1.1312,8,1372394,5.83E-06,3
Colorado,1991,13938,16651,1.1946,8,1372394,5.83E-06,3
Colorado,1992,14828,17333,1.1689,8,1569180,5.10E-06,3
Colorado,1993,16390,18317,1.1176,8,1569180,5.10E-06,3
Colorado,1994,18343,18950,1.0331,8,1569180,5.10E-06,3
Colorado,1995,19947,19062,0.9556,8,1569180,5.10E-06,3
Colorado,1996,21898,20011,0.9138,8,1510704,5.30E-06,4
Colorado,1997,24300,19629,0.8078,8,1510704,5.30E-06,4
Colorado,1998,27397,21043,0.7681,8,1510704,5.30E-06,4
Colorado,1999,30048,21940,0.7302,8,1510704,5.30E-06,4
Colorado,2000,34663,22929,0.6615,8,1741368,4.59E-06,5
Colorado,2001,34320,24377,0.7103,9,1741368,5.17E-06,5
Colorado,2002,31215,26230,0.8403,9,1741368,5.17E-06,5
Colorado,2003,29326,28874,0.9846,9,1741368,5.17E-06,5
Colorado,2004,30894,30060,0.973,9,2130330,4.23E-06,6
Colorado,2005,35880,31173,0.8688,9,2130330,4.23E-06,6
Connecticut,1981,10713,10411,0.9718,8,1406285,5.69E-06,1
Connecticut,1982,11070,12306,1.1117,8,1406285,5.69E-06,1
Connecticut,1983,10887,12105,1.1119,8,1406285,5.69E-06,1
Connecticut,1984,12105,12791,1.0567,8,1466900,5.45E-06,2
Connecticut,1985,13511,13452,0.9956,8,1466900,5.45E-06,2
Connecticut,1986,14605,13491,0.9237,8,1466900,5.45E-06,2
Connecticut,1987,16896,13600,0.8049,8,1466900,5.45E-06,2
Connecticut,1988,18178,13770,0.7575,8,1443394,5.54E-06,3
Connecticut,1989,19468,15817,0.8125,8,1443394,5.54E-06,3
Connecticut,1990,19537,14782,0.7566,8,1443394,5.54E-06,3
Connecticut,1991,19624,16561,0.8439,8,1443394,5.54E-06,3
Connecticut,1992,20281,16062,0.792,8,1616332,4.95E-06,3
Connecticut,1993,21632,16550,0.7651,8,1616332,4.95E-06,3
Connecticut,1994,23075,16366,0.7093,8,1616332,4.95E-06,3
Connecticut,1995,24939,17505,0.7019,8,1616332,4.95E-06,3
Connecticut,1996,27112,18142,0.6692,8,1392614,5.75E-06,3
Connecticut,1997,30143,18124,0.6013,8,1392614,5.75E-06,3
Connecticut,1998,33220,19437,0.5851,8,1392614,5.75E-06,3
Connecticut,1999,34676,19644,0.5665,8,1392614,5.75E-06,3
Connecticut,2000,38828,19527,0.5029,8,1459525,5.48E-06,3
Connecticut,2001,38981,22760,0.5839,7,1459525,4.80E-06,3
Connecticut,2002,35432,25388,0.7165,7,1459525,4.80E-06,3
Connecticut,2003,33499,28595,0.8536,7,1459525,4.80E-06,3
Connecticut,2004,35296,30304,0.8586,7,1578769,4.43E-06,3
Connecticut,2005,40314,30774,0.7634,7,1578769,4.43E-06,3
Delaware,1981,1693,1500,0.886,3,235668,1.27E-05,1
Delaware,1982,1729,1544,0.893,3,235668,1.27E-05,1
Delaware,1983,1679,1569,0.9345,3,235668,1.27E-05,1
Delaware,1984,1855,1635,0.8814,3,254572,1.18E-05,2
Delaware,1985,2051,1723,0.8401,3,254572,1.18E-05,2
Delaware,1986,2190,1786,0.8155,3,254572,1.18E-05,2
Delaware,1987,2453,1822,0.7428,3,254572,1.18E-05,2
Delaware,1988,2629,2088,0.7942,3,249891,1.20E-05,3
Delaware,1989,2907,2140,0.7362,3,249891,1.20E-05,3
Delaware,1990,3035,2198,0.7242,3,249891,1.20E-05,3
Delaware,1991,3205,2457,0.7666,3,249891,1.20E-05,3
Delaware,1992,3313,2741,0.8273,3,289620,1.04E-05,3
Delaware,1993,3406,2866,0.8415,3,289620,1.04E-05,3
Delaware,1994,3644,2995,0.8219,3,289620,1.04E-05,3
Delaware,1995,3913,3310,0.8459,3,289620,1.04E-05,3
Delaware,1996,4258,3408,0.8004,3,270845,1.11E-05,3
Delaware,1997,4693,3470,0.7394,3,270845,1.11E-05,3
Delaware,1998,5081,3556,0.6999,3,270845,1.11E-05,3
Delaware,1999,5223,3816,0.7306,3,270845,1.11E-05,3
Delaware,2000,5825,3962,0.6802,3,327622,9.16E-06,3
Delaware,2001,5762,4248,0.7372,3,327622,9.16E-06,3
Delaware,2002,5530,4766,0.8618,3,327622,9.16E-06,3
Delaware,2003,5392,5061,0.9386,3,327622,9.16E-06,3
Delaware,2004,5736,5253,0.9158,3,375190,8.00E-06,3
Delaware,2005,6622,5495,0.8298,3,375190,8.00E-06,3
Florida,1981,25871,26385,1.0199,21,3687026,5.70E-06,1
Florida,1982,27160,29368,1.0813,21,3687026,5.70E-06,1
Florida,1983,27372,32577,1.1902,21,3687026,5.70E-06,1
Florida,1984,31183,33223,1.0654,21,4180051,5.02E-06,2
Florida,1985,35150,37384,1.0636,21,4180051,5.02E-06,2
Florida,1986,38664,39537,1.0226,21,4180051,5.02E-06,2
Florida,1987,43322,41398,0.9556,21,4180051,5.02E-06,2
Florida,1988,46856,42997,0.9176,21,4302313,4.88E-06,3
Florida,1989,52360,46871,0.8952,21,4302313,4.88E-06,3
Florida,1990,54358,51587,0.949,25,4302313,5.81E-06,3
Florida,1991,55369,56933,1.0282,25,4302313,5.81E-06,3
Florida,1992,57299,63446,1.1073,25,5314392,4.70E-06,4
Florida,1993,62031,69389,1.1186,25,5314392,4.70E-06,4
Florida,1994,68042,70153,1.031,25,5314392,4.70E-06,4
Florida,1995,73690,75000,1.0178,25,5314392,4.70E-06,4
Florida,1996,81237,79614,0.98,25,5303794,4.71E-06,4
Florida,1997,89537,82645,0.923,25,5303794,4.71E-06,4
Florida,1998,97709,83708,0.8567,25,5303794,4.71E-06,4
Florida,1999,103168,87716,0.8502,25,5303794,4.71E-06,4
Florida,2000,113345,92882,0.8195,25,5963110,4.19E-06,5
Florida,2001,112232,100096,0.8919,27,5963110,4.53E-06,5
Florida,2002,106278,104826,0.9863,27,5963110,4.53E-06,5
Florida,2003,101650,113341,1.115,27,5963110,4.53E-06,5
Florida,2004,113842,121934,1.0711,27,7609810,3.55E-06,6
Florida,2005,135146,134544,0.9955,27,7609810,3.55E-06,6
Georgia,1981,11392,12197,1.0707,12,1597467,7.51E-06,0
Georgia,1982,11957,13234,1.1068,12,1597467,7.51E-06,0
Georgia,1983,12118,14802,1.2215,12,1597467,7.51E-06,0
Georgia,1984,13819,15914,1.1516,12,1776093,6.76E-06,1
Georgia,1985,15770,17546,1.1126,12,1776093,6.76E-06,1
Georgia,1986,16993,18506,1.089,12,1776093,6.76E-06,1
Georgia,1987,19199,19166,0.9983,12,1776093,6.76E-06,1
Georgia,1988,20589,18451,0.8962,12,1809672,6.63E-06,2
Georgia,1989,22307,20149,0.9033,12,1809672,6.63E-06,2
Georgia,1990,23288,21218,0.9111,12,1809672,6.63E-06,2
Georgia,1991,24282,24015,0.989,13,1809672,7.18E-06,2
Georgia,1992,25432,28673,1.1274,13,2321133,5.60E-06,2
Georgia,1993,27783,30377,1.0934,13,2321133,5.60E-06,2
Georgia,1994,30885,32020,1.0367,13,2321133,5.60E-06,2
Georgia,1995,33727,33414,0.9907,13,2321133,5.60E-06,2
Georgia,1996,36919,34857,0.9441,13,2299071,5.65E-06,3
Georgia,1997,40237,35930,0.893,13,2299071,5.65E-06,3
Georgia,1998,44335,37213,0.8394,13,2299071,5.65E-06,3
Georgia,1999,47227,39415,0.8346,13,2299071,5.65E-06,3
Georgia,2000,51779,42525,0.8213,13,2596804,5.01E-06,4
Georgia,2001,51376,47376,0.9221,15,2596804,5.78E-06,4
Georgia,2002,48105,51336,1.0672,15,2596804,5.78E-06,4
Georgia,2003,45863,51910,1.1318,15,2596804,5.78E-06,4
Georgia,2004,48708,55153,1.1323,15,3301875,4.54E-06,5
Georgia,2005,55952,59846,1.0696,15,3301875,4.54E-06,5
Hawaii,1981,2545,3811,1.4974,4,303287,1.32E-05,0
Hawaii,1982,2576,3505,1.3606,4,303287,1.32E-05,0
Hawaii,1983,2538,4054,1.5973,4,303287,1.32E-05,0
Hawaii,1984,2772,4232,1.5267,4,335846,1.19E-05,1
Hawaii,1985,3031,4568,1.5071,4,335846,1.19E-05,1
Hawaii,1986,3247,4643,1.4299,4,335846,1.19E-05,1
Hawaii,1987,3696,4759,1.2876,4,335846,1.19E-05,1
Hawaii,1988,4032,4957,1.2294,4,354461,1.13E-05,1
Hawaii,1989,4637,5571,1.2014,4,354461,1.13E-05,1
Hawaii,1990,5157,5634,1.0925,4,354461,1.13E-05,1
Hawaii,1991,5288,6198,1.1721,4,354461,1.13E-05,1
Hawaii,1992,5301,6636,1.2518,4,372842,1.07E-05,1
Hawaii,1993,5553,7283,1.3115,4,372842,1.07E-05,1
Hawaii,1994,5810,7644,1.3157,4,372842,1.07E-05,1
Hawaii,1995,5940,7450,1.2542,4,372842,1.07E-05,1
Hawaii,1996,6062,7990,1.318,4,360120,1.11E-05,1
Hawaii,1997,6315,8159,1.292,4,360120,1.11E-05,1
Hawaii,1998,6488,8449,1.3023,4,360120,1.11E-05,1
Hawaii,1999,6705,8660,1.2916,4,360120,1.11E-05,1
Hawaii,2000,7314,9036,1.2354,4,367951,1.09E-05,1
Hawaii,2001,7117,9729,1.367,4,367951,1.09E-05,1
Hawaii,2002,6847,10475,1.5299,4,367951,1.09E-05,1
Hawaii,2003,6879,11269,1.6382,4,367951,1.09E-05,1
Hawaii,2004,7362,12187,1.6554,4,429013,9.32E-06,1
Hawaii,2005,8519,12699,1.4907,4,429013,9.32E-06,1
Idaho,1981,1915,1974,1.0308,4,437431,9.14E-06,1
Idaho,1982,1886,2176,1.1538,4,437431,9.14E-06,1
Idaho,1983,1824,2399,1.3152,4,437431,9.14E-06,1
Idaho,1984,2023,2496,1.2338,4,411144,9.73E-06,2
Idaho,1985,2182,2869,1.3148,4,411144,9.73E-06,2
Idaho,1986,2208,3005,1.361,4,411144,9.73E-06,2
Idaho,1987,2395,3164,1.3211,4,411144,9.73E-06,2
Idaho,1988,2569,3407,1.3262,4,408968,9.78E-06,3
Idaho,1989,2865,3776,1.318,4,408968,9.78E-06,3
Idaho,1990,3071,3823,1.2449,4,408968,9.78E-06,3
Idaho,1991,3266,4322,1.3233,4,408968,9.78E-06,3
Idaho,1992,3509,4741,1.3511,4,482114,8.30E-06,4
Idaho,1993,3885,4871,1.2538,4,482114,8.30E-06,4
Idaho,1994,4320,4958,1.1477,4,482114,8.30E-06,4
Idaho,1995,4679,5301,1.1329,4,482114,8.30E-06,4
Idaho,1996,5036,5489,1.09,4,491719,8.14E-06,5
Idaho,1997,5356,5591,1.0439,4,491719,8.14E-06,5
Idaho,1998,5656,5978,1.0569,4,491719,8.14E-06,5
Idaho,1999,6146,6207,1.0099,4,491719,8.14E-06,5
Idaho,2000,6955,7012,1.0082,4,501621,7.97E-06,6
Idaho,2001,6688,7541,1.1275,4,501621,7.97E-06,6
Idaho,2002,6248,8378,1.3409,4,501621,7.97E-06,6
Idaho,2003,6138,8654,1.4099,4,501621,7.97E-06,6
Idaho,2004,6620,8968,1.3547,4,598447,6.68E-06,7
Idaho,2005,7728,9598,1.242,4,598447,6.68E-06,7
Illinois,1981,33134,22620,0.6827,24,4749721,5.05E-06,1
Illinois,1982,33280,23616,0.7096,24,4749721,5.05E-06,1
Illinois,1983,31461,25983,0.8259,24,4749721,5.05E-06,1
Illinois,1984,34497,25506,0.7394,24,4819088,4.98E-06,2
Illinois,1985,37411,28405,0.7593,24,4819088,4.98E-06,2
Illinois,1986,38753,30149,0.778,24,4819088,4.98E-06,2
Illinois,1987,43385,30947,0.7133,24,4819088,4.98E-06,2
Illinois,1988,45811,31962,0.6977,24,4559120,5.26E-06,3
Illinois,1989,49502,34543,0.6978,24,4559120,5.26E-06,3
Illinois,1990,51178,37162,0.7261,24,4559120,5.26E-06,3
Illinois,1991,52382,40942,0.7816,22,4559120,4.83E-06,3
Illinois,1992,54081,44808,0.8285,22,5050157,4.36E-06,3
Illinois,1993,57897,47801,0.8256,22,5050157,4.36E-06,3
Illinois,1994,63608,49049,0.7711,22,5050157,4.36E-06,3
Illinois,1995,68103,50889,0.7472,22,5050157,4.36E-06,3
